questionBankId,title,questionType,difficulty,text,options,correctAnswer,blanks,pairs,explanation,hint,tolerance,unit,bloomsLevel,learningOutcomeIds,subjectId,topicId,gradeLevel,year,createdById,partitionKey
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing: Unit 1 - Question 1","TRUE_FALSE","EASY","Based on the learning outcome ""Students will list understand principles of health and fitness related to Physical Education & Wellbeing: Unit 1."" in Physical Education & Wellbeing: Unit 1, the following statement about Physical Education & Wellbeing: Unit 1 is accurate: ""Physical Education & Wellbeing: Unit 1 concepts are fundamental to understanding this subject.""","","false","","","This question assesses REMEMBER level understanding of Physical Education & Wellbeing: Unit 1.","","","","REMEMBER","cmf9r9aa70061qjr8kdxs4uob","cmesxd54c0019txcfht9e5jec","cmeuyq7lm00ct13isiooxx2sd","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing: Unit 1 - Question 2","TRUE_FALSE","EASY","Based on the learning outcome ""Students will explain apply movement skills and strategies in various activities related to Physical Education & Wellbeing: Unit 1."" in Physical Education & Wellbeing: Unit 1, the following statement about Physical Education & Wellbeing: Unit 1 is accurate: ""Physical Education & Wellbeing: Unit 1 concepts are fundamental to understanding this subject.""","","false","","","This question assesses UNDERSTAND level understanding of Physical Education & Wellbeing: Unit 1.","","","","UNDERSTAND","cmf9r9ahm0063qjr8n11fa26u","cmesxd54c0019txcfht9e5jec","cmeuyq7lm00ct13isiooxx2sd","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing: Unit 1 - Question 3","MULTIPLE_CHOICE","MEDIUM","Based on the learning outcome ""Students will operate analyze performance and technique in physical activities related to Physical Education & Wellbeing: Unit 1."" in Physical Education & Wellbeing: Unit 1, which of the following best demonstrates understanding of Physical Education & Wellbeing: Unit 1?","[{""text"":""Correct answer related to Physical Education & Wellbeing: Unit 1"",""isCorrect"":true},{""text"":""Distractor option 1 for Physical Education & Wellbeing: Unit 1"",""isCorrect"":false},{""text"":""Distractor option 2 for Physical Education & Wellbeing: Unit 1"",""isCorrect"":false},{""text"":""Distractor option 3 for Physical Education & Wellbeing: Unit 1"",""isCorrect"":false}]","","","","This question assesses APPLY level understanding of Physical Education & Wellbeing: Unit 1.","","","","APPLY","cmf9r9ap80065qjr80k4ds49h","cmesxd54c0019txcfht9e5jec","cmeuyq7lm00ct13isiooxx2sd","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing: Unit 1 - Question 4","ESSAY","MEDIUM","Based on the learning outcome ""Students will compare evaluate health and fitness practices related to Physical Education & Wellbeing: Unit 1."" in Physical Education & Wellbeing: Unit 1, analyze and evaluate the concepts in Physical Education & Wellbeing: Unit 1. Provide a comprehensive discussion with examples.","","","","","This question assesses ANALYZE level understanding of Physical Education & Wellbeing: Unit 1.","Structure your response with introduction, analysis, examples, and conclusion.","","","ANALYZE","cmf9r9axk0067qjr8bu35v5z6","cmesxd54c0019txcfht9e5jec","cmeuyq7lm00ct13isiooxx2sd","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing: Unit 1 - Question 5","SHORT_ANSWER","HARD","Based on the learning outcome ""Students will justify design personal fitness and wellness plans related to Physical Education & Wellbeing: Unit 1."" in Physical Education & Wellbeing: Unit 1, explain the key concepts of Physical Education & Wellbeing: Unit 1 in 2-3 sentences.","","","","","This question assesses EVALUATE level understanding of Physical Education & Wellbeing: Unit 1.","Consider the main principles and applications of Physical Education & Wellbeing: Unit 1.","","","EVALUATE","cmf9r9b5h0069qjr8avzd1pcc","cmesxd54c0019txcfht9e5jec","cmeuyq7lm00ct13isiooxx2sd","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing: Unit 1 - Question 6","SHORT_ANSWER","HARD","Based on the learning outcome ""Students will construct demonstrate teamwork and sportsmanship related to Physical Education & Wellbeing: Unit 1."" in Physical Education & Wellbeing: Unit 1, explain the key concepts of Physical Education & Wellbeing: Unit 1 in 2-3 sentences.","","","","","This question assesses CREATE level understanding of Physical Education & Wellbeing: Unit 1.","Consider the main principles and applications of Physical Education & Wellbeing: Unit 1.","","","CREATE","cmf9r9bda006bqjr8bovg62l3","cmesxd54c0019txcfht9e5jec","cmeuyq7lm00ct13isiooxx2sd","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing Topic 1.1 - Question 7","FILL_IN_THE_BLANKS","EASY","Complete the following statement about Physical Education & Wellbeing Topic 1.1: ""The key concept in Physical Education & Wellbeing Topic 1.1 is _____ which helps students understand the subject better.""","","","[{""id"":""blank-1"",""correctAnswers"":[""concept related to Physical Education & Wellbeing Topic 1.1"",""principle of Physical Education & Wellbeing Topic 1.1""]}]","","This question assesses REMEMBER level understanding of Physical Education & Wellbeing Topic 1.1.","","","","REMEMBER","cmf9r9blc006dqjr8sykg8jua","cmesxd54c0019txcfht9e5jec","cmeuyq7on00cv13iskd2du2i9","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing Topic 1.1 - Question 8","MULTIPLE_CHOICE","EASY","Based on the learning outcome ""Students will explain apply movement skills and strategies in various activities related to Physical Education & Wellbeing Topic 1.1."" in Physical Education & Wellbeing Topic 1.1, which of the following best demonstrates understanding of Physical Education & Wellbeing Topic 1.1?","[{""text"":""Correct answer related to Physical Education & Wellbeing Topic 1.1"",""isCorrect"":true},{""text"":""Distractor option 1 for Physical Education & Wellbeing Topic 1.1"",""isCorrect"":false},{""text"":""Distractor option 2 for Physical Education & Wellbeing Topic 1.1"",""isCorrect"":false},{""text"":""Distractor option 3 for Physical Education & Wellbeing Topic 1.1"",""isCorrect"":false}]","","","","This question assesses UNDERSTAND level understanding of Physical Education & Wellbeing Topic 1.1.","","","","UNDERSTAND","cmf9r9c2p006fqjr8xlqse7li","cmesxd54c0019txcfht9e5jec","cmeuyq7on00cv13iskd2du2i9","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing Topic 1.1 - Question 9","MULTIPLE_RESPONSE","MEDIUM","Based on the learning outcome ""Students will demonstrate analyze performance and technique in physical activities related to Physical Education & Wellbeing Topic 1.1."" in Physical Education & Wellbeing Topic 1.1, select all correct answers about Physical Education & Wellbeing Topic 1.1.","[{""text"":""Correct statement 1 about Physical Education & Wellbeing Topic 1.1"",""isCorrect"":true},{""text"":""Correct statement 2 about Physical Education & Wellbeing Topic 1.1"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Physical Education & Wellbeing Topic 1.1"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Physical Education & Wellbeing Topic 1.1"",""isCorrect"":false}]","","","","This question assesses APPLY level understanding of Physical Education & Wellbeing Topic 1.1.","","","","APPLY","cmf9r9ca6006hqjr8e30i22kv","cmesxd54c0019txcfht9e5jec","cmeuyq7on00cv13iskd2du2i9","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
"cmf709kvl00011181nki5cn5o","Physical Education & Wellbeing (Y7) - Physical Education & Wellbeing Topic 1.1 - Question 10","SHORT_ANSWER","MEDIUM","Based on the learning outcome ""Students will compare evaluate health and fitness practices related to Physical Education & Wellbeing Topic 1.1."" in Physical Education & Wellbeing Topic 1.1, explain the key concepts of Physical Education & Wellbeing Topic 1.1 in 2-3 sentences.","","","","","This question assesses ANALYZE level understanding of Physical Education & Wellbeing Topic 1.1.","Consider the main principles and applications of Physical Education & Wellbeing Topic 1.1.","","","ANALYZE","cmf9r9chu006jqjr8u7qyt9ji","cmesxd54c0019txcfht9e5jec","cmeuyq7on00cv13iskd2du2i9","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-PE_2025"
