questionBankId,title,questionType,difficulty,text,options,correctAnswer,blanks,pairs,explanation,hint,tolerance,unit,bloomsLevel,learningOutcomeIds,subjectId,topicId,gradeLevel,year,createdById,partitionKey
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry Topic 2.1 - Question 1","TRUE_FALSE","EASY","Based on the learning outcome ""Students will match understand scientific concepts and principles related to Integrated Science & Inquiry Topic 2.1."" in Integrated Science & Inquiry Topic 2.1, the following statement about Integrated Science & Inquiry Topic 2.1 is accurate: ""Integrated Science & Inquiry Topic 2.1 concepts are fundamental to understanding this subject.""","","true","","","This question assesses REMEMBER level understanding of Integrated Science & Inquiry Topic 2.1.","","","","REMEMBER","cmf9r8mwh0031qjr8w0nuf9p2","cmesxd5150017txcf7u9efawl","cmeuyq73d00cj13isf61fm4zp","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry Topic 2.1 - Question 2","MULTIPLE_CHOICE","EASY","Based on the learning outcome ""Students will interpret apply scientific methods and processes related to Integrated Science & Inquiry Topic 2.1."" in Integrated Science & Inquiry Topic 2.1, which of the following best demonstrates understanding of Integrated Science & Inquiry Topic 2.1?","[{""text"":""Correct answer related to Integrated Science & Inquiry Topic 2.1"",""isCorrect"":true},{""text"":""Distractor option 1 for Integrated Science & Inquiry Topic 2.1"",""isCorrect"":false},{""text"":""Distractor option 2 for Integrated Science & Inquiry Topic 2.1"",""isCorrect"":false},{""text"":""Distractor option 3 for Integrated Science & Inquiry Topic 2.1"",""isCorrect"":false}]","","","","This question assesses UNDERSTAND level understanding of Integrated Science & Inquiry Topic 2.1.","","","","UNDERSTAND","cmf9r8n410033qjr8pumeg4jw","cmesxd5150017txcf7u9efawl","cmeuyq73d00cj13isf61fm4zp","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry Topic 2.1 - Question 3","SHORT_ANSWER","MEDIUM","Based on the learning outcome ""Students will solve analyze scientific data and evidence related to Integrated Science & Inquiry Topic 2.1."" in Integrated Science & Inquiry Topic 2.1, explain the key concepts of Integrated Science & Inquiry Topic 2.1 in 2-3 sentences.","","","","","This question assesses APPLY level understanding of Integrated Science & Inquiry Topic 2.1.","Consider the main principles and applications of Integrated Science & Inquiry Topic 2.1.","","","APPLY","cmf9r8ndf0035qjr85dle90se","cmesxd5150017txcf7u9efawl","cmeuyq73d00cj13isf61fm4zp","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry Topic 2.1 - Question 4","ESSAY","MEDIUM","Based on the learning outcome ""Students will differentiate evaluate scientific claims and theories related to Integrated Science & Inquiry Topic 2.1."" in Integrated Science & Inquiry Topic 2.1, analyze and evaluate the concepts in Integrated Science & Inquiry Topic 2.1. Provide a comprehensive discussion with examples.","","","","","This question assesses ANALYZE level understanding of Integrated Science & Inquiry Topic 2.1.","Structure your response with introduction, analysis, examples, and conclusion.","","","ANALYZE","cmf9r8nv60037qjr86gd5qduc","cmesxd5150017txcf7u9efawl","cmeuyq73d00cj13isf61fm4zp","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry Topic 2.1 - Question 5","MULTIPLE_CHOICE","HARD","Based on the learning outcome ""Students will judge design and conduct scientific investigations related to Integrated Science & Inquiry Topic 2.1."" in Integrated Science & Inquiry Topic 2.1, which of the following best demonstrates understanding of Integrated Science & Inquiry Topic 2.1?","[{""text"":""Correct answer related to Integrated Science & Inquiry Topic 2.1"",""isCorrect"":true},{""text"":""Distractor option 1 for Integrated Science & Inquiry Topic 2.1"",""isCorrect"":false},{""text"":""Distractor option 2 for Integrated Science & Inquiry Topic 2.1"",""isCorrect"":false},{""text"":""Distractor option 3 for Integrated Science & Inquiry Topic 2.1"",""isCorrect"":false}]","","","","This question assesses EVALUATE level understanding of Integrated Science & Inquiry Topic 2.1.","","","","EVALUATE","cmf9r8oh70039qjr8xap7eps1","cmesxd5150017txcf7u9efawl","cmeuyq73d00cj13isf61fm4zp","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry Topic 2.1 - Question 6","MULTIPLE_RESPONSE","HARD","Based on the learning outcome ""Students will develop communicate scientific findings effectively related to Integrated Science & Inquiry Topic 2.1."" in Integrated Science & Inquiry Topic 2.1, select all correct answers about Integrated Science & Inquiry Topic 2.1.","[{""text"":""Correct statement 1 about Integrated Science & Inquiry Topic 2.1"",""isCorrect"":true},{""text"":""Correct statement 2 about Integrated Science & Inquiry Topic 2.1"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Integrated Science & Inquiry Topic 2.1"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Integrated Science & Inquiry Topic 2.1"",""isCorrect"":false}]","","","","This question assesses CREATE level understanding of Integrated Science & Inquiry Topic 2.1.","","","","CREATE","cmf9r8ozp003bqjr8lof08bhb","cmesxd5150017txcf7u9efawl","cmeuyq73d00cj13isf61fm4zp","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry: Unit 1 - Question 7","TRUE_FALSE","EASY","Based on the learning outcome ""Students will recognize understand scientific concepts and principles related to Integrated Science & Inquiry: Unit 1."" in Integrated Science & Inquiry: Unit 1, the following statement about Integrated Science & Inquiry: Unit 1 is accurate: ""Integrated Science & Inquiry: Unit 1 concepts are fundamental to understanding this subject.""","","true","","","This question assesses REMEMBER level understanding of Integrated Science & Inquiry: Unit 1.","","","","REMEMBER","cmf9r8p8g003dqjr8o2ud4ng5","cmesxd5150017txcf7u9efawl","cmeuyq6m900cb13isvgpbe9v9","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry: Unit 1 - Question 8","MULTIPLE_CHOICE","EASY","Based on the learning outcome ""Students will demonstrate apply scientific methods and processes related to Integrated Science & Inquiry: Unit 1."" in Integrated Science & Inquiry: Unit 1, which of the following best demonstrates understanding of Integrated Science & Inquiry: Unit 1?","[{""text"":""Correct answer related to Integrated Science & Inquiry: Unit 1"",""isCorrect"":true},{""text"":""Distractor option 1 for Integrated Science & Inquiry: Unit 1"",""isCorrect"":false},{""text"":""Distractor option 2 for Integrated Science & Inquiry: Unit 1"",""isCorrect"":false},{""text"":""Distractor option 3 for Integrated Science & Inquiry: Unit 1"",""isCorrect"":false}]","","","","This question assesses UNDERSTAND level understanding of Integrated Science & Inquiry: Unit 1.","","","","UNDERSTAND","cmf9r8qeb003fqjr8vyioq0sb","cmesxd5150017txcf7u9efawl","cmeuyq6m900cb13isvgpbe9v9","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry: Unit 1 - Question 9","NUMERIC","MEDIUM","Based on the learning outcome ""Students will implement analyze scientific data and evidence related to Integrated Science & Inquiry: Unit 1."" in Integrated Science & Inquiry: Unit 1, calculate the result for this Integrated Science & Inquiry: Unit 1 problem. If the value is 52, what is the result when reduced by 5?","","47","","","This question assesses APPLY level understanding of Integrated Science & Inquiry: Unit 1.","","0.1","units","APPLY","cmf9r8qmg003hqjr864fvfhdl","cmesxd5150017txcf7u9efawl","cmeuyq6m900cb13isvgpbe9v9","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y7) - Integrated Science & Inquiry: Unit 1 - Question 10","MULTIPLE_RESPONSE","MEDIUM","Based on the learning outcome ""Students will distinguish evaluate scientific claims and theories related to Integrated Science & Inquiry: Unit 1."" in Integrated Science & Inquiry: Unit 1, select all correct answers about Integrated Science & Inquiry: Unit 1.","[{""text"":""Correct statement 1 about Integrated Science & Inquiry: Unit 1"",""isCorrect"":true},{""text"":""Correct statement 2 about Integrated Science & Inquiry: Unit 1"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Integrated Science & Inquiry: Unit 1"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Integrated Science & Inquiry: Unit 1"",""isCorrect"":false}]","","","","This question assesses ANALYZE level understanding of Integrated Science & Inquiry: Unit 1.","","","","ANALYZE","cmf9r8quf003jqjr8m5sx8vn5","cmesxd5150017txcf7u9efawl","cmeuyq6m900cb13isvgpbe9v9","7","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y7-SCI_2025"
